Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Other Non Operating Income Expenses,Total Other Finance Cost,Research And Development,General And Administrative Expense,Total Unusual Items,Total Unusual Items Excluding Goodwill,Average Dilution Earnings,Other Income Expense,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Depreciation And Amortization In Income Statement,Amortization,Net Policyholder Benefits And Claims,Depreciation Income Statement,Impairment Of Capital Assets,Gain On Sale Of Security,Other Gand A,Salaries And Wages,Other Non Interest Expense,Write Off,Gain On Sale Of Ppe,Gain On Sale Of Business,Earnings From Equity Interest,Preferred Stock Dividends
2024-09-30,0.0,0.231,776000000.0,301000000.0,284000000.0,4003000000.0,776000000.0,492000000.0,-116000000.0,,,301000000.0,326000000.0,4874000000.0,492000000.0,562068966.0,562068966.0,0.58,0.58,326000000.0,326000000.0,0.0,326000000.0,-18000000.0,344000000.0,25000000.0,319000000.0,96000000.0,415000000.0,-116000000.0,,,492000000.0,871000000.0,,701000000.0,,1363000000.0,4003000000.0,5366000000.0,5366000000.0,FRE.DE,,,170000000.0,701000000.0,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.15,884000000.0,440000000.0,325000000.0,4015000000.0,884000000.0,559000000.0,-109000000.0,,,440000000.0,-373000000.0,4881000000.0,559000000.0,565151515.0,565151515.0,-0.66,-0.66,-373000000.0,-373000000.0,0.0,-373000000.0,202000000.0,-575000000.0,-813000000.0,238000000.0,213000000.0,451000000.0,-109000000.0,,,559000000.0,866000000.0,,720000000.0,,1425000000.0,4015000000.0,5440000000.0,5440000000.0,FRE.DE,,,155000000.0,720000000.0,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,115000000.0,,,,,,563237277.0,563237277.0,0.49,0.49,,,,,,,,,,,,115000000.0,,,,6000000.0,,,,,,,FRE.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,-248444.0,0.266,231203000.0,122345000.0,52635000.0,856077000.0,230269000.0,177634000.0,-6006000.0,10927000.0,3394000.0,123030556.0,120786000.0,1194963000.0,,162800000.0,162800000.0,0.74,0.74,120786000.0,120786000.0,0.0,120786000.0,0.0,120786000.0,-1559000.0,122345000.0,44362000.0,166707000.0,-6006000.0,10927000.0,3394000.0,170974000.0,338886000.0,,312274000.0,151052000.0,509860000.0,856077000.0,1365937000.0,1365937000.0,G1A.DE,2673000.0,-1527000.0,26612000.0,161222000.0,-934000.0,-934000.0,,,-934000.0,,,,,,,,,,,,934000.0,,,,
2025-06-30,-1601415.0,0.285,216293000.0,102800000.0,53882000.0,811437000.0,210674000.0,156792000.0,-9464000.0,13013000.0,2807000.0,106817585.0,107028000.0,1159840000.0,,162800000.0,162800000.0,0.66,0.66,107028000.0,107028000.0,0.0,107028000.0,0.0,107028000.0,4228000.0,102800000.0,40979000.0,143779000.0,-9464000.0,13013000.0,2807000.0,151949000.0,348403000.0,,318279000.0,157746000.0,500352000.0,811437000.0,1311789000.0,1311789000.0,G1A.DE,6913000.0,-742000.0,30124000.0,160533000.0,-5619000.0,-5619000.0,,,-5619000.0,,,,,,,,,,,,5619000.0,,,,
2025-03-31,-94608.0,0.292,195292000.0,93035000.0,50593000.0,783955000.0,194968000.0,144375000.0,-7020000.0,12984000.0,4033000.0,93264392.0,94341000.0,1125283000.0,,164100000.0,164100000.0,0.57,0.57,94341000.0,94341000.0,0.0,94341000.0,0.0,94341000.0,1306000.0,93035000.0,38356000.0,131391000.0,-7020000.0,12984000.0,4033000.0,133158000.0,341328000.0,,313983000.0,154911000.0,474486000.0,783955000.0,1258441000.0,1258441000.0,G1A.DE,5577000.0,-1931000.0,27345000.0,159072000.0,-324000.0,-324000.0,,,-324000.0,,,,,,,,,,,,324000.0,,,,
2024-12-31,9511184.091699,0.254957,176476000.0,96541000.0,67259000.0,973901000.0,213916000.0,146657000.0,-22736000.0,17102000.0,4630000.0,68747184.091699,83706000.0,1367262000.0,,,,,,83706000.0,83706000.0,0.0,83706000.0,17000.0,83689000.0,-12835000.0,96524000.0,33031000.0,129555000.0,-22736000.0,17102000.0,4630000.0,140510000.0,393361000.0,,355641000.0,180843000.0,533871000.0,973901000.0,1507772000.0,1507772000.0,G1A.DE,1366000.0,10264000.0,37720000.0,174798000.0,37440000.0,37305000.0,,,15746000.0,,,,,,,,,,,,1605000.0,,,,
2024-09-30,-28044.0,0.228,210775000.0,115349000.0,51580000.0,859770000.0,210652000.0,159072000.0,-5788000.0,9641000.0,1432000.0,115443956.0,112018000.0,1194541000.0,,166500000.0,166500000.0,0.67,0.67,112018000.0,112018000.0,0.0,112018000.0,0.0,112018000.0,-3331000.0,115349000.0,34082000.0,149431000.0,-5788000.0,9641000.0,1432000.0,155308000.0,334771000.0,,309991000.0,151737000.0,490079000.0,859770000.0,1349849000.0,1349849000.0,G1A.DE,34000.0,-2421000.0,24780000.0,158254000.0,-123000.0,-123000.0,,,-123000.0,,,,,,,,,,,,123000.0,,,,
2024-06-30,,,,,,,,,,,,,,,,168400000.0,168400000.0,0.59,0.59,,,,,,,,,,,,,,,,,,,,,,,G1A.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.298495,75144000.0,39024000.0,12120000.0,891000.0,75144000.0,63024000.0,-6119000.0,7395000.0,1276000.0,39024000.0,39024000.0,98846000.0,,72293830.0,72293830.0,0.54,0.54,39024000.0,39024000.0,0.0,39024000.0,0.0,39024000.0,,39024000.0,16605000.0,55629000.0,-6119000.0,7395000.0,1276000.0,61749000.0,97955000.0,21874000.0,10417000.0,10417000.0,159704000.0,891000.0,160595000.0,160595000.0,G24.DE,,,,,,,,,,,,12120000.0,,,12120000.0,,,,,,,,,,
2025-03-31,,,,,,,,,,,,,,,,72463768.0,72463768.0,0.69,0.69,,,,,,,,,,,,,,,,,,,,,,,G24.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.297408,71829000.0,34406000.0,13903000.0,-541000.0,71829000.0,57926000.0,-8351000.0,8936000.0,585000.0,34406000.0,34406000.0,81975000.0,,73296056.0,73296056.0,0.47,0.47,34406000.0,34406000.0,0.0,34406000.0,-14000.0,34420000.0,,34420000.0,14570000.0,48990000.0,-8351000.0,8936000.0,585000.0,57544000.0,82516000.0,19003000.0,10021000.0,10021000.0,140060000.0,-541000.0,139519000.0,139519000.0,G24.DE,,,,,,,,,,,,13903000.0,,,13903000.0,,,,,,,,,,
2025-09-30,0.0,0.051354,,650800000.0,,,,738300000.0,-21700000.0,21700000.0,,650800000.0,650800000.0,5080900000.0,,120518519.0,120518519.0,5.4,5.4,650800000.0,650800000.0,,650800000.0,-29000000.0,679800000.0,,679800000.0,36800000.0,716600000.0,-21700000.0,21700000.0,,,,170100000.0,,,,,5797600000.0,5797600000.0,HNR1.DE,,,,,,,,-136500000.0,,,,,,4635600000.0,,,,,,,,,,,
2025-06-30,0.0,0.188204,,833500000.0,,,,1065300000.0,-26000000.0,26000000.0,,833500000.0,833500000.0,3839900000.0,,120622287.0,120622287.0,6.91,6.91,833500000.0,833500000.0,,833500000.0,-10300000.0,843800000.0,,843700000.0,195600000.0,1039300000.0,-26000000.0,26000000.0,,,,143800000.0,,,,,4879300000.0,4879300000.0,HNR1.DE,,,,,,,,-1223100000.0,,,,,,5009800000.0,,,,,,,,,,,
2025-03-31,0.0,0.265951,,480500000.0,,,,696500000.0,-25700000.0,25700000.0,,480500000.0,480500000.0,5547700000.0,,120728643.0,120728643.0,3.98,3.98,480500000.0,480500000.0,,480500000.0,-11900000.0,492400000.0,,492400000.0,178400000.0,670800000.0,-25700000.0,25700000.0,,,,128300000.0,,,,,6218500000.0,6218500000.0,HNR1.DE,,,,,,,,-568700000.0,,,,,,6495500000.0,,,,,,,,,,,
2024-12-31,0.0,0.35477,,504300000.0,,,,917200000.0,-31400000.0,74400000.0,,504300000.0,504300000.0,-16488900000.0,,,,,,504300000.0,504300000.0,,504300000.0,-39400000.0,543700000.0,,543800000.0,299000000.0,842800000.0,-31400000.0,74400000.0,,,,153000000.0,,,,,-15646200000.0,-15646200000.0,HNR1.DE,,,,,,,,390100000.0,,,,,,-13853600000.0,,,,,,,,,,,
2024-09-30,0.0,0.094591,,663300000.0,,,,791000000.0,-25600000.0,25600000.0,,663300000.0,663300000.0,4932000000.0,,120600000.0,120600000.0,5.5,5.5,663300000.0,663300000.0,,663300000.0,-29800000.0,693000000.0,,693000000.0,72400000.0,765400000.0,-25600000.0,25600000.0,,,,168500000.0,,,,,5697300000.0,5697300000.0,HNR1.DE,,,,,,,,-625300000.0,,,,,,5783700000.0,,,,,,,,,,,
2024-06-30,,,,,,,,,,,,,,,,120600000.0,120600000.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,HNR1.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.244845,909000000.0,293000000.0,463000000.0,2189000000.0,909000000.0,446000000.0,-40000000.0,58000000.0,18000000.0,293000000.0,305000000.0,3280000000.0,424000000.0,1308000000.0,1302000000.0,0.23,0.23,305000000.0,305000000.0,0.0,305000000.0,,305000000.0,12000000.0,293000000.0,95000000.0,388000000.0,-40000000.0,58000000.0,18000000.0,424000000.0,1091000000.0,129000000.0,410000000.0,410000000.0,1515000000.0,2189000000.0,3704000000.0,3704000000.0,IFX.DE,,,560000000.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.215017,823000000.0,230000000.0,483000000.0,2199000000.0,823000000.0,340000000.0,-28000000.0,47000000.0,19000000.0,230000000.0,232000000.0,3271000000.0,319000000.0,,,,,232000000.0,232000000.0,0.0,232000000.0,,232000000.0,2000000.0,230000000.0,63000000.0,293000000.0,-28000000.0,47000000.0,19000000.0,319000000.0,1072000000.0,159000000.0,376000000.0,,1391000000.0,2199000000.0,3590000000.0,3590000000.0,IFX.DE,,,559000000.0,376000000.0,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.19802,834000000.0,243000000.0,487000000.0,2081000000.0,834000000.0,347000000.0,-17000000.0,44000000.0,27000000.0,243000000.0,246000000.0,3106000000.0,318000000.0,1305000000.0,1299000000.0,0.18,0.18,246000000.0,246000000.0,0.0,246000000.0,,246000000.0,3000000.0,243000000.0,60000000.0,303000000.0,-17000000.0,44000000.0,27000000.0,318000000.0,1025000000.0,149000000.0,395000000.0,,1343000000.0,2081000000.0,3424000000.0,3424000000.0,IFX.DE,,,544000000.0,395000000.0,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.142857,970000000.0,384000000.0,473000000.0,2343000000.0,970000000.0,497000000.0,-26000000.0,49000000.0,-8000000.0,384000000.0,-83000000.0,3446000000.0,473000000.0,1304000000.0,1299000000.0,-0.07,-0.07,-112000000.0,-112000000.0,29000000.0,-83000000.0,,-83000000.0,-467000000.0,384000000.0,64000000.0,448000000.0,-26000000.0,49000000.0,-8000000.0,473000000.0,1103000000.0,245000000.0,393000000.0,393000000.0,1576000000.0,2343000000.0,3919000000.0,3919000000.0,IFX.DE,,,476000000.0,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.178862,1013000000.0,404000000.0,470000000.0,2212000000.0,1013000000.0,543000000.0,-30000000.0,51000000.0,21000000.0,404000000.0,403000000.0,3183000000.0,519000000.0,1304000000.0,1299000000.0,0.3,0.3,403000000.0,403000000.0,0.0,403000000.0,,403000000.0,-1000000.0,404000000.0,88000000.0,492000000.0,-30000000.0,51000000.0,21000000.0,519000000.0,971000000.0,83000000.0,390000000.0,390000000.0,1490000000.0,2212000000.0,3702000000.0,3702000000.0,IFX.DE,,,509000000.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFX.DE,,,,375000000.0,,,,,,,,,,,,,,,,,,,,,
2025-09-30,1800000.0,0.2,1697000000.0,902000000.0,458000000.0,2105000000.0,1706000000.0,1248000000.0,-99000000.0,126000000.0,27000000.0,894800000.0,902000000.0,4106000000.0,1221000000.0,435748792.0,435748792.0,2.07,2.07,902000000.0,902000000.0,0.0,902000000.0,4000000.0,898000000.0,,898000000.0,225000000.0,1122000000.0,-99000000.0,126000000.0,27000000.0,1212000000.0,2001000000.0,191000000.0,1460000000.0,1128000000.0,3213000000.0,2105000000.0,5318000000.0,5318000000.0,MRK.DE,,,660000000.0,332000000.0,9000000.0,9000000.0,,,9000000.0,,,,,,,,,,,,-9000000.0,,,,
2025-06-30,-209891.435464,0.209891,1366000000.0,652000000.0,457000000.0,2228000000.0,1365000000.0,908000000.0,-62000000.0,79000000.0,17000000.0,652790108.564536,652000000.0,4363000000.0,891000000.0,434777878.0,434777878.0,1.5,1.5,652000000.0,652000000.0,0.0,652000000.0,-3000000.0,655000000.0,,655000000.0,174000000.0,829000000.0,-62000000.0,79000000.0,17000000.0,892000000.0,2135000000.0,212000000.0,1476000000.0,1122000000.0,3027000000.0,2228000000.0,5255000000.0,5255000000.0,MRK.DE,,,539000000.0,354000000.0,-1000000.0,-1000000.0,,,-1000000.0,,,,,,,,,,,,1000000.0,,,,
2025-03-31,-220000.0,0.22,1508000000.0,735000000.0,473000000.0,2135000000.0,1507000000.0,1034000000.0,-50000000.0,78000000.0,28000000.0,735780000.0,735000000.0,4272000000.0,1006000000.0,434911243.0,434911243.0,1.69,1.69,735000000.0,735000000.0,0.0,735000000.0,-3000000.0,738000000.0,,738000000.0,218000000.0,956000000.0,-50000000.0,78000000.0,28000000.0,1008000000.0,2137000000.0,163000000.0,1467000000.0,1112000000.0,3145000000.0,2135000000.0,5280000000.0,5280000000.0,MRK.DE,,,551000000.0,355000000.0,-1000000.0,-1000000.0,,,-1000000.0,,,,,,,,,,,,1000000.0,,,,
2024-12-31,-68702101.359703,0.173053,1816000000.0,667000000.0,551000000.0,2319000000.0,1419000000.0,868000000.0,-46000000.0,59000000.0,24000000.0,995297898.640297,667000000.0,4221000000.0,824000000.0,,,,,667000000.0,667000000.0,0.0,667000000.0,-3000000.0,669000000.0,,668000000.0,140000000.0,809000000.0,-46000000.0,59000000.0,24000000.0,1197000000.0,1902000000.0,-373000000.0,1049000000.0,634000000.0,3099000000.0,2319000000.0,5418000000.0,5418000000.0,MRK.DE,,,527000000.0,415000000.0,-397000000.0,-397000000.0,,,-403000000.0,,,,,,,,,,,,7000000.0,,,,
2024-09-30,-444000.0,0.222,1583000000.0,809000000.0,449000000.0,2122000000.0,1581000000.0,1132000000.0,-54000000.0,89000000.0,35000000.0,810556000.0,809000000.0,4167000000.0,1097000000.0,434946237.0,434946237.0,1.86,1.86,809000000.0,809000000.0,0.0,809000000.0,-3000000.0,812000000.0,,812000000.0,231000000.0,1043000000.0,-54000000.0,89000000.0,35000000.0,1099000000.0,2045000000.0,153000000.0,1410000000.0,1101000000.0,3144000000.0,2122000000.0,5266000000.0,5266000000.0,MRK.DE,,,524000000.0,309000000.0,-2000000.0,-2000000.0,,,-2000000.0,,,,,,,,,,,,2000000.0,,,,
2024-06-30,,,,,,,,,,,,,,,,434777878.0,434777878.0,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,MRK.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-30,0.0,0.172862,2004000000.0,846000000.0,576000000.0,2484000000.0,2004000000.0,1428000000.0,54000000.0,352000000.0,406000000.0,846000000.0,846000000.0,2320000000.0,,723076923.0,723076923.0,1.17,1.17,846000000.0,846000000.0,0.0,846000000.0,-44000000.0,890000000.0,,890000000.0,186000000.0,1076000000.0,54000000.0,352000000.0,406000000.0,887000000.0,-164000000.0,632000000.0,,,723000000.0,2484000000.0,3207000000.0,3207000000.0,RWE.DE,,,,,,,,,,,,536000000.0,,,536000000.0,,,,,,,,,,
2025-06-30,0.0,0.06275,2494000000.0,663000000.0,532000000.0,2899000000.0,2494000000.0,1962000000.0,38000000.0,1213000000.0,1251000000.0,663000000.0,663000000.0,3035000000.0,,728571429.0,728571429.0,0.91,0.91,663000000.0,663000000.0,0.0,663000000.0,-39000000.0,702000000.0,,702000000.0,47000000.0,749000000.0,38000000.0,1213000000.0,1251000000.0,637000000.0,136000000.0,562000000.0,,,773000000.0,2899000000.0,3672000000.0,3672000000.0,RWE.DE,,,,,,,,,,,,523000000.0,,,523000000.0,,,,,,,,,,
2025-03-31,0.0,0.05,2147000000.0,791000000.0,476000000.0,4843000000.0,2147000000.0,1643000000.0,-82000000.0,756000000.0,674000000.0,791000000.0,791000000.0,5630000000.0,,737319000.0,737319000.0,1.07,1.07,791000000.0,791000000.0,0.0,791000000.0,-51000000.0,842000000.0,,842000000.0,45000000.0,887000000.0,-82000000.0,756000000.0,674000000.0,756000000.0,787000000.0,442000000.0,,,1543000000.0,4843000000.0,6386000000.0,6386000000.0,RWE.DE,,,,,,,,,,,,504000000.0,,,504000000.0,,,,,,,,,,
2024-12-31,0.0,0.15,1057000000.0,-34000000.0,1723000000.0,4368000000.0,1057000000.0,-683000000.0,285000000.0,-902000000.0,-954000000.0,-34000000.0,-34000000.0,10639000000.0,,,,,,-34000000.0,-34000000.0,0.0,-34000000.0,-67000000.0,33000000.0,,33000000.0,186000000.0,219000000.0,285000000.0,-902000000.0,-954000000.0,-2369000000.0,6271000000.0,-1621000000.0,,,3902000000.0,4368000000.0,8270000000.0,8270000000.0,RWE.DE,,,,,,,,,,,,1740000000.0,,,1202000000.0,,,,,,,,,,
2024-09-30,0.0,0.083841,2623000000.0,1172000000.0,473000000.0,3622000000.0,2623000000.0,2122000000.0,-394000000.0,810000000.0,416000000.0,1172000000.0,1172000000.0,3160000000.0,,741772152.0,741772152.0,1.58,1.58,1172000000.0,1172000000.0,0.0,1172000000.0,-30000000.0,1202000000.0,,1202000000.0,110000000.0,1312000000.0,-394000000.0,810000000.0,416000000.0,1582000000.0,-462000000.0,397000000.0,,,1120000000.0,3622000000.0,4742000000.0,4742000000.0,RWE.DE,,,,,,,,,,,,501000000.0,,,501000000.0,,,,,,,,,,
2024-06-30,,,,,,,,,,,,,,,,744250871.0,744250871.0,2.87,2.87,,,,,,,,,,,,,,,,,,,,,,,RWE.DE,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.24,1210000000.0,552000000.0,370000000.0,3481000000.0,1210000000.0,840000000.0,4000000.0,104000000.0,25000000.0,552000000.0,552000000.0,4930000000.0,,1126530612.0,1126530612.0,0.49,0.49,552000000.0,552000000.0,0.0,552000000.0,-4000000.0,556000000.0,,556000000.0,180000000.0,736000000.0,4000000.0,104000000.0,25000000.0,732000000.0,1449000000.0,10000000.0,947000000.0,,2181000000.0,3481000000.0,5662000000.0,5662000000.0,SHL.DE,,-83000000.0,493000000.0,947000000.0,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.265753,1146000000.0,530000000.0,312000000.0,3586000000.0,1146000000.0,834000000.0,-111000000.0,104000000.0,25000000.0,530000000.0,530000000.0,5065000000.0,,,,,,530000000.0,530000000.0,0.0,530000000.0,-6000000.0,537000000.0,,536000000.0,194000000.0,730000000.0,-111000000.0,104000000.0,25000000.0,844000000.0,1479000000.0,7000000.0,991000000.0,,2323000000.0,3586000000.0,5909000000.0,5909000000.0,SHL.DE,,32000000.0,485000000.0,991000000.0,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.22,1030000000.0,474000000.0,305000000.0,3330000000.0,1030000000.0,725000000.0,-81000000.0,108000000.0,31000000.0,474000000.0,474000000.0,4785000000.0,,1128571429.0,1128571429.0,0.42,0.42,474000000.0,474000000.0,0.0,474000000.0,-4000000.0,478000000.0,,479000000.0,138000000.0,617000000.0,-81000000.0,108000000.0,31000000.0,697000000.0,1455000000.0,5000000.0,973000000.0,,2152000000.0,3330000000.0,5482000000.0,5482000000.0,SHL.DE,,4000000.0,481000000.0,973000000.0,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.26,1295000000.0,616000000.0,309000000.0,3921000000.0,1295000000.0,986000000.0,-99000000.0,142000000.0,29000000.0,616000000.0,616000000.0,5383000000.0,,1120000000.0,1120000000.0,0.55,0.55,616000000.0,616000000.0,0.0,616000000.0,-7000000.0,624000000.0,,623000000.0,221000000.0,844000000.0,-99000000.0,142000000.0,29000000.0,946000000.0,1462000000.0,8000000.0,962000000.0,,2408000000.0,3921000000.0,6329000000.0,6329000000.0,SHL.DE,,-14000000.0,496000000.0,962000000.0,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.205042,1005000000.0,469000000.0,294000000.0,3333000000.0,1005000000.0,711000000.0,-84000000.0,116000000.0,27000000.0,469000000.0,469000000.0,4744000000.0,,1116666667.0,1116666667.0,0.42,0.42,469000000.0,469000000.0,0.0,469000000.0,-4000000.0,472000000.0,,473000000.0,122000000.0,595000000.0,-84000000.0,116000000.0,27000000.0,679000000.0,1411000000.0,14000000.0,918000000.0,,2090000000.0,3333000000.0,5423000000.0,5423000000.0,SHL.DE,,-5000000.0,484000000.0,918000000.0,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.0,0.231142,4230000000.0,2025000000.0,890000000.0,11840000000.0,4230000000.0,3340000000.0,241000000.0,450000000.0,670000000.0,2025000000.0,2046000000.0,16763000000.0,,793023256.0,785203000.0,2.58,2.61,2046000000.0,2046000000.0,0.0,2046000000.0,-197000000.0,2243000000.0,21000000.0,2222000000.0,668000000.0,2890000000.0,241000000.0,450000000.0,670000000.0,2614000000.0,4923000000.0,64000000.0,3571000000.0,,7537000000.0,11840000000.0,19377000000.0,19377000000.0,SIE.DE,,-21000000.0,1650000000.0,3571000000.0,,,,,,,,,,,,,,,,,,,,,
2025-03-31,0.0,0.231012,4343000000.0,2252000000.0,800000000.0,12088000000.0,4343000000.0,3543000000.0,249000000.0,370000000.0,706000000.0,2252000000.0,2251000000.0,17089000000.0,,,,,,2251000000.0,2251000000.0,0.0,2251000000.0,-189000000.0,2439000000.0,-1000000.0,2441000000.0,733000000.0,3173000000.0,249000000.0,370000000.0,706000000.0,2668000000.0,5001000000.0,118000000.0,3659000000.0,,7669000000.0,12088000000.0,19757000000.0,19757000000.0,SIE.DE,,87000000.0,1620000000.0,3659000000.0,,,,,,,,,,,,,,,,,,,,,
2024-12-31,0.0,0.243595,3541000000.0,1638000000.0,774000000.0,11264000000.0,3541000000.0,2767000000.0,228000000.0,386000000.0,747000000.0,1638000000.0,3705000000.0,16289000000.0,,795064378.0,786025000.0,4.66,4.71,3705000000.0,3705000000.0,0.0,3705000000.0,-163000000.0,3868000000.0,2067000000.0,1801000000.0,580000000.0,2381000000.0,228000000.0,386000000.0,747000000.0,2064000000.0,5025000000.0,85000000.0,3500000000.0,,7089000000.0,11264000000.0,18353000000.0,18353000000.0,SIE.DE,,133000000.0,1545000000.0,3500000000.0,,,,,,,,,,,,,,,,,,,,,
2024-09-30,0.0,0.250431,4187000000.0,1961000000.0,813000000.0,12885000000.0,4187000000.0,3374000000.0,199000000.0,471000000.0,714000000.0,1961000000.0,1900000000.0,18159000000.0,,798319328.0,786513000.0,2.38,2.42,1900000000.0,1900000000.0,0.0,1900000000.0,-215000000.0,2115000000.0,-61000000.0,2176000000.0,727000000.0,2903000000.0,199000000.0,471000000.0,714000000.0,2652000000.0,5274000000.0,93000000.0,3671000000.0,,7926000000.0,12885000000.0,20811000000.0,20811000000.0,SIE.DE,,44000000.0,1651000000.0,3671000000.0,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.243338,4076000000.0,2005000000.0,777000000.0,11152000000.0,4076000000.0,3299000000.0,200000000.0,447000000.0,703000000.0,2005000000.0,1980000000.0,16287000000.0,,798387097.0,789181000.0,2.48,2.51,1980000000.0,1980000000.0,0.0,1980000000.0,-154000000.0,2133000000.0,-25000000.0,2158000000.0,694000000.0,2852000000.0,200000000.0,447000000.0,703000000.0,2613000000.0,5135000000.0,139000000.0,3571000000.0,,7748000000.0,11152000000.0,18900000000.0,18900000000.0,SIE.DE,,56000000.0,1561000000.0,3571000000.0,,,,,,,,,,,,,,,,,,,,,
2025-09-30,-870000.0,0.15,671400000.0,2284500000.0,29700000.0,544800000.0,665600000.0,635900000.0,-154200000.0,160700000.0,19000000.0,2289430000.0,2345300000.0,806500000.0,,837607143.0,837607143.0,2.8,2.8,2345300000.0,2345300000.0,0.0,2345300000.0,-252100000.0,2597400000.0,60800000.0,2536600000.0,-2061400000.0,475200000.0,-154200000.0,160700000.0,19000000.0,535700000.0,261700000.0,85600000.0,,,797400000.0,544800000.0,1342200000.0,1342200000.0,VNA.DE,,12500000.0,,,-5800000.0,-5800000.0,,,-6200000.0,,,29700000.0,,,29700000.0,,,,,,6200000.0,,,,
2025-06-30,-2002717.127608,0.294517,1096600000.0,305800000.0,367500000.0,673400000.0,1089800000.0,722300000.0,-290800000.0,310100000.0,20900000.0,310597282.872392,310800000.0,1375800000.0,,817894737.0,817894737.0,0.38,0.38,310800000.0,310800000.0,0.0,310800000.0,15000000.0,295800000.0,5000000.0,290800000.0,121400000.0,412200000.0,-290800000.0,310100000.0,20900000.0,-23100000.0,702400000.0,171400000.0,,,679300000.0,673400000.0,1352700000.0,1352700000.0,VNA.DE,,1600000.0,,,-6800000.0,-6800000.0,,,-7200000.0,,,367500000.0,,,367500000.0,,,,,,7200000.0,,,,
2025-03-31,-2520000.0,0.15,589300000.0,480600000.0,34500000.0,1340600000.0,572500000.0,538000000.0,-249300000.0,199200000.0,18300000.0,494880000.0,491600000.0,1626500000.0,,819333333.0,819333333.0,0.6,0.6,491600000.0,491600000.0,0.0,491600000.0,-23800000.0,515400000.0,11000000.0,504400000.0,-165600000.0,338800000.0,-249300000.0,199200000.0,18300000.0,-263600000.0,285900000.0,89300000.0,,,22300000.0,1340600000.0,1362900000.0,1362900000.0,VNA.DE,,68400000.0,,,-16800000.0,-16800000.0,,,-7700000.0,,,34500000.0,,,34500000.0,,,,,,7700000.0,,,,
2024-12-31,-28620000.0,0.15,305800000.0,-401900000.0,4400000.0,1490200000.0,115000000.0,85400000.0,-253900000.0,186800000.0,10000000.0,-239720000.0,-349300000.0,1856400000.0,,,,,,-349300000.0,-349300000.0,0.0,-349300000.0,20900000.0,-370200000.0,52600000.0,-422800000.0,321400000.0,-101400000.0,-253900000.0,186800000.0,10000000.0,87000000.0,366200000.0,-175100000.0,,,453200000.0,1490200000.0,1943400000.0,1943400000.0,VNA.DE,,77100000.0,,,-190800000.0,-190800000.0,,,-90000000.0,,,29600000.0,,,29600000.0,,,,,,177400000.0,,,,
